YEAR,Month,Day,Surface Pressure,Wind Speed at 10 Meters,Precipitation Corrected,Specific Humidity at 2 Meters,Earth Skin Temperature
1985,7,6,90.62,4.5,0.0,6.53,27.75
1985,7,7,90.54,3.82,0.0,7.14,31.11
1985,7,8,90.51,4.5,0.26,8.42,32.39
1985,7,9,90.74,3.8,0.0,7.39,30.76
1985,7,10,90.62,3.59,0.17,7.75,31.37
1985,7,11,90.33,2.88,0.0,6.96,33.34
1985,7,12,90.11,3.48,0.31,8.85,32.41
1985,7,13,90.05,4.22,0.2,10.74,32.08
1985,7,14,90.62,3.16,0.44,10.99,28.15
1985,7,15,90.92,3.95,0.05,9.34,26.33
1985,7,16,90.54,6.63,0.36,10.07,29.05
1985,7,17,90.24,6.35,1.16,11.29,31.12
1985,7,18,90.41,5.9,5.25,13.49,28.23
1985,7,19,91.02,5.2,6.65,11.29,23.42
1985,7,20,90.88,3.54,10.58,12.27,19.28
1985,7,21,90.56,2.6,0.45,12.51,24.19
1985,7,22,90.5,4.16,4.58,12.45,24.11
1985,7,23,90.0,6.92,15.43,14.59,23.03
1985,7,24,89.92,4.05,2.77,12.27,22.41
1985,7,25,90.75,3.13,0.0,9.52,23.43
1985,7,26,90.96,6.21,0.01,9.22,23.8
1985,7,27,90.53,5.05,0.21,9.4,25.15
1985,7,28,90.58,3.93,12.93,14.22,23.73
1985,7,29,90.55,5.05,6.06,14.4,20.03
1985,7,30,90.36,2.11,8.26,13.55,23.76
1985,7,31,90.81,3.78,3.23,11.96,22.53
1985,8,1,90.95,5.7,0.12,11.6,22.11
1985,8,2,90.49,6.86,0.09,13.43,22.17
1985,8,3,90.25,2.54,0.02,10.56,25.22
1985,8,4,90.45,2.84,0.0,8.48,24.88
1985,8,5,90.26,2.96,0.97,11.54,27.88
1985,8,6,90.41,2.93,1.86,10.68,26.56
1985,8,7,90.49,6.29,6.07,12.33,25.74
1985,8,8,89.84,5.31,2.19,11.11,27.59
1985,8,9,90.28,6.96,0.13,7.26,22.11
1985,8,10,90.76,6.32,0.01,6.53,21.05
1985,8,11,89.95,7.58,2.08,10.5,23.89
1985,8,12,89.92,5.38,0.25,7.69,23.12
1985,8,13,90.44,4.79,1.6,8.61,22.16
1985,8,14,90.81,4.26,1.05,7.02,16.38
1985,8,15,90.22,7.02,0.16,10.5,20.31
1985,8,16,89.75,5.72,0.5,10.31,25.87
1985,8,17,90.57,4.54,0.36,6.77,22.05
1985,8,18,90.79,4.11,0.39,8.73,19.55
1985,8,19,90.78,4.96,1.05,9.64,22.27
1985,8,20,90.58,6.16,1.62,12.08,24.21
1985,8,21,90.28,5.75,3.29,12.57,24.72
1985,8,22,90.35,3.34,2.4,12.45,25.51
1985,8,23,90.66,3.74,0.84,10.01,22.76
1985,8,24,91.07,4.76,0.0,6.29,19.75
1985,8,25,90.96,2.79,0.0,6.9,21.19
1985,8,26,90.82,5.31,2.01,9.46,23.28
1985,8,27,90.95,5.27,3.4,10.8,25.08
1985,8,28,90.63,3.27,1.31,11.66,27.27
1985,8,29,90.57,2.95,0.19,10.19,26.83
1985,8,30,90.4,4.64,0.15,11.66,27.86
1985,8,31,90.07,4.42,0.57,7.93,28.99
1985,9,1,90.52,7.41,1.22,10.5,24.92
1985,9,2,89.93,5.02,5.55,12.21,27.8
1985,9,3,90.07,3.07,1.84,11.96,25.26
1985,9,4,89.98,1.59,7.43,12.63,23.38
1985,9,5,89.64,3.77,0.16,10.99,25.18
1985,9,6,89.95,3.79,0.0,6.84,24.6
1985,9,7,90.12,4.16,0.01,7.69,24.87
1985,9,8,90.71,5.64,1.51,8.36,19.3
1985,9,9,90.72,4.99,2.01,7.39,18.51
1985,9,10,90.72,5.96,7.87,10.74,17.83
1985,9,11,90.77,6.39,3.97,12.08,17.98
1985,9,12,90.65,4.77,4.59,12.08,20.14
1985,9,13,91.42,4.45,0.41,8.48,18.92
1985,9,14,91.36,6.54,0.83,9.09,17.67
1985,9,15,90.44,7.06,5.58,11.05,19.01
1985,9,16,89.74,3.86,0.02,9.4,23.1
1985,9,17,89.48,4.33,0.04,7.02,23.38
1985,9,18,89.76,6.47,1.04,8.54,24.85
1985,9,19,90.09,7.16,0.66,9.83,23.62
1985,9,20,91.28,4.36,0.96,4.15,10.8
1985,9,21,90.26,3.75,10.5,5.92,8.73
1985,9,22,90.02,4.93,5.14,5.92,8.84
1985,9,23,90.92,6.02,2.3,3.6,7.16
1985,9,24,90.46,4.66,0.23,3.91,5.52
1985,9,25,90.67,6.59,0.04,3.97,7.32
1985,9,26,90.25,3.64,0.0,3.48,10.47
1985,9,27,90.13,6.73,0.11,3.91,10.36
1985,9,28,91.01,6.41,6.34,3.3,1.62
1985,9,29,91.22,5.04,3.1,3.05,1.48
1985,9,30,91.26,3.17,0.0,2.56,1.31
1985,10,1,90.56,3.5,0.0,3.78,6.51
1985,10,2,90.26,4.05,0.22,4.82,10.17
1985,10,3,90.14,7.32,0.14,4.46,11.44
1985,10,4,91.29,10.45,0.0,3.11,7.7
1985,10,5,90.88,3.69,0.0,2.99,9.17
1985,10,6,89.99,4.52,0.06,4.03,14.19
1985,10,7,88.51,5.85,3.01,6.41,14.41
1985,10,8,90.37,6.12,0.08,3.36,5.82
1985,10,9,91.1,3.18,0.45,3.23,4.08
1985,10,10,90.87,2.77,0.01,4.33,6.82
1985,10,11,89.96,4.62,8.19,6.29,6.05
1985,10,12,90.15,3.85,0.16,5.07,11.26
1985,10,13,90.75,5.34,2.44,4.7,6.2
1985,10,14,90.7,3.77,0.08,3.66,7.71
1985,10,15,90.74,5.24,0.0,3.91,9.79
1985,10,16,90.47,5.3,0.01,5.19,13.19
1985,10,17,90.41,4.15,2.63,6.23,11.14
1985,10,18,90.92,4.95,7.3,6.71,8.75
1985,10,19,91.26,2.43,0.01,5.19,9.76
1985,10,20,90.85,3.31,0.03,5.49,9.62
1985,10,21,90.23,4.88,0.01,7.32,10.58
1985,10,22,89.41,5.57,0.0,5.68,13.91
1985,10,23,89.96,5.94,0.0,3.6,12.19
1985,10,24,90.93,3.22,0.0,4.58,11.73
1985,10,25,90.56,5.75,0.0,5.86,14.23
1985,10,26,90.63,5.95,0.0,4.52,11.8
1985,10,27,91.11,3.26,0.0,4.64,9.51
1985,10,28,90.66,5.7,0.0,7.39,12.23
1985,10,29,91.16,6.21,0.0,3.48,8.58
1985,10,30,90.58,3.08,0.0,2.62,4.74
1985,10,31,89.49,4.76,0.94,3.97,6.98
1985,11,1,90.19,4.16,0.02,2.87,4.97
1985,11,2,90.17,4.09,0.0,3.48,6.73
1985,11,3,90.68,2.9,0.0,4.03,7.22
1985,11,4,90.62,3.66,0.0,4.33,8.81
1985,11,5,89.86,5.42,0.18,4.88,8.67
1985,11,6,90.29,4.57,0.03,2.38,4.27
1985,11,7,90.12,3.95,0.04,3.05,5.8
1985,11,8,89.57,4.87,1.24,3.91,3.15
1985,11,9,90.16,5.87,4.14,2.14,-3.95
1985,11,10,90.99,4.09,0.09,2.08,-3.6
1985,11,11,90.61,5.51,0.21,2.69,-2.31
1985,11,12,90.52,4.2,0.65,3.23,-0.73
1985,11,13,90.62,1.96,2.24,2.93,-2.42
1985,11,14,91.12,2.22,3.3,2.62,-2.25
1985,11,15,90.65,1.84,4.8,2.81,-3.56
1985,11,16,90.15,3.89,0.0,2.87,-2.5
1985,11,17,89.88,4.4,0.06,3.54,-0.23
1985,11,18,89.7,4.43,0.02,2.75,-2.49
1985,11,19,90.82,7.48,0.01,1.22,-7.77
1985,11,20,91.24,4.27,0.08,1.46,-7.92
1985,11,21,90.28,6.3,0.23,1.95,-7.32
1985,11,22,90.53,4.11,0.0,1.22,-8.32
1985,11,23,90.62,3.95,0.0,1.4,-7.0
1985,11,24,90.42,4.45,0.0,2.01,-5.21
1985,11,25,89.53,4.66,0.0,3.05,-1.87
1985,11,26,90.41,4.48,0.0,1.46,-8.14
1985,11,27,90.26,3.38,0.0,1.53,-7.44
1985,11,28,90.24,4.17,0.02,1.34,-8.96
1985,11,29,90.04,5.55,1.02,1.34,-9.45
1985,11,30,90.42,6.41,2.02,0.85,-14.0
1985,12,1,90.99,7.98,0.0,0.55,-17.72
1985,12,2,91.19,4.83,0.01,0.73,-15.23
1985,12,3,90.14,5.41,0.02,2.5,-6.08
1985,12,4,90.96,6.45,0.03,2.93,-0.94
1985,12,5,91.1,3.5,0.0,2.5,-2.31
1985,12,6,90.6,1.9,0.0,2.93,-2.07
1985,12,7,90.35,4.22,0.02,3.48,-1.34
1985,12,8,90.53,3.64,5.04,3.42,-1.7
1985,12,9,90.82,5.26,9.68,2.14,-6.52
1985,12,10,91.34,5.35,1.82,1.53,-10.02
1985,12,11,91.06,3.76,0.03,1.04,-14.87
1985,12,12,90.66,5.05,0.02,1.22,-12.45
1985,12,13,90.87,3.8,0.03,1.16,-15.11
1985,12,14,90.55,5.77,0.0,2.32,-6.63
1985,12,15,90.87,5.45,0.0,2.2,-5.85
1985,12,16,90.98,6.0,0.1,2.75,-3.57
1985,12,17,91.08,5.49,0.48,2.44,-5.38
1985,12,18,91.27,3.09,0.16,2.26,-6.73
1985,12,19,91.06,7.7,0.21,2.93,-2.33
1985,12,20,91.01,3.33,2.15,2.93,-3.93
1985,12,21,90.69,5.64,0.0,3.78,-0.2
1985,12,22,90.58,7.41,0.0,3.36,0.64
1985,12,23,90.3,9.48,0.11,3.11,0.95
1985,12,24,91.05,7.34,1.33,1.22,-7.8
1985,12,25,90.73,3.98,0.09,1.89,-7.92
1985,12,26,90.22,9.19,0.0,2.62,-0.68
1985,12,27,90.89,6.23,0.0,1.59,-6.61
1985,12,28,90.41,6.03,0.0,1.59,-6.13
1985,12,29,90.28,3.79,0.0,2.26,-3.42
1985,12,30,89.9,6.16,0.0,2.62,-0.45
1985,12,31,90.5,4.4,0.0,2.2,-2.57
1986,1,1,90.13,5.02,0.0,2.32,-1.78
1986,1,2,90.14,8.3,0.0,2.32,-0.24
1986,1,3,90.14,5.68,0.0,2.62,-0.56
1986,1,4,91.25,8.02,0.0,1.59,-5.29
1986,1,5,90.47,5.06,0.0,1.59,-5.38
1986,1,6,90.55,3.91,0.14,1.77,-5.9
1986,1,7,91.8,2.23,0.03,2.08,-4.95
1986,1,8,91.52,4.82,0.0,2.56,-2.31
1986,1,9,91.15,4.15,0.0,2.81,0.22
1986,1,10,91.43,4.07,0.0,3.42,0.99
1986,1,11,91.1,5.98,0.0,3.54,1.94
1986,1,12,91.74,4.45,0.0,2.44,-0.59
1986,1,13,90.83,5.27,0.0,2.44,0.81
1986,1,14,90.72,4.15,0.0,2.81,0.2
1986,1,15,89.92,3.24,0.0,2.75,0.4
1986,1,16,90.36,5.8,0.0,3.17,1.92
1986,1,17,90.41,6.27,0.0,3.72,4.04
1986,1,18,90.89,6.05,0.0,2.26,0.25
1986,1,19,90.28,5.0,0.0,3.72,3.02
1986,1,20,89.47,4.91,0.0,3.72,4.82
1986,1,21,90.53,9.48,0.0,2.01,-1.88
1986,1,22,91.22,3.34,0.0,1.71,-1.14
1986,1,23,90.24,4.22,0.0,2.62,1.34
1986,1,24,90.34,7.73,0.0,2.93,1.67
1986,1,25,91.29,8.48,0.0,2.08,-0.07
1986,1,26,91.53,5.31,0.0,1.65,-2.76
1986,1,27,90.27,4.71,0.0,2.32,0.26
1986,1,28,89.72,5.79,0.0,3.3,3.01
1986,1,29,90.78,4.45,0.0,2.75,0.59
1986,1,30,90.11,2.95,0.0,3.6,3.35
1986,1,31,89.94,2.46,0.0,3.72,2.98
1986,2,1,90.3,3.95,0.0,4.09,4.58
1986,2,2,90.42,3.56,0.03,4.15,3.82
1986,2,3,89.77,2.23,1.92,5.07,4.08
1986,2,4,89.64,4.16,8.78,4.39,1.76
1986,2,5,90.2,3.14,7.26,3.42,-0.97
1986,2,6,90.15,3.0,1.91,2.87,-2.79
1986,2,7,90.61,5.21,0.17,1.77,-5.93
1986,2,8,90.73,2.73,0.05,1.22,-8.65
1986,2,9,90.82,1.59,0.0,1.1,-9.35
1986,2,10,90.55,5.78,0.01,1.16,-9.51
1986,2,11,90.94,4.28,0.01,0.73,-13.66
1986,2,12,90.82,3.88,0.16,0.98,-11.35
1986,2,13,89.83,6.03,1.39,2.08,-5.29
1986,2,14,90.24,3.07,0.07,1.89,-4.85
1986,2,15,89.24,3.04,0.07,3.6,-0.18
1986,2,16,88.94,5.54,0.0,4.46,4.06
1986,2,17,89.19,5.56,0.03,4.15,5.73
1986,2,18,89.24,6.93,0.0,4.58,8.44
1986,2,19,89.4,7.19,0.03,4.15,3.82
1986,2,20,90.54,5.45,0.13,1.28,-5.54
1986,2,21,90.34,4.18,0.0,2.2,-0.29
1986,2,22,90.35,4.82,0.65,3.23,3.12
1986,2,23,90.31,2.85,0.28,3.78,0.56
1986,2,24,90.55,6.13,0.0,4.82,6.74
1986,2,25,90.51,5.57,0.0,4.76,9.01
1986,2,26,90.32,8.88,0.0,4.09,7.8
1986,2,27,90.99,8.8,0.0,3.17,1.58
1986,2,28,90.86,3.23,0.0,2.5,2.23
1986,3,1,90.14,5.25,0.0,3.17,7.33
1986,3,2,90.61,4.68,0.49,3.54,7.35
1986,3,3,91.17,5.97,0.09,3.54,5.58
1986,3,4,90.64,4.68,0.0,2.75,7.97
1986,3,5,90.5,7.64,0.0,3.3,6.23
1986,3,6,90.58,5.75,0.0,2.69,6.55
1986,3,7,90.59,6.77,0.0,1.95,0.01
1986,3,8,89.12,5.66,0.0,3.85,9.04
1986,3,9,88.6,5.52,0.15,4.94,9.15
1986,3,10,89.7,4.1,0.02,3.72,8.37
1986,3,11,89.14,5.09,0.2,4.58,8.48
1986,3,12,89.34,6.06,0.22,4.09,3.77
1986,3,13,89.61,3.93,0.11,3.11,2.98
1986,3,14,89.81,3.09,1.99,3.23,5.49
1986,3,15,90.18,4.78,6.73,3.54,0.07
1986,3,16,90.11,3.8,0.18,3.91,4.79
1986,3,17,89.1,6.4,5.33,5.37,4.77
1986,3,18,89.49,11.87,0.31,3.11,1.26
1986,3,19,90.91,6.05,0.1,2.2,-0.23
1986,3,20,91.53,3.56,0.28,2.56,0.7
1986,3,21,91.2,3.77,0.0,3.48,8.09
1986,3,22,90.79,5.43,0.0,3.48,9.27
1986,3,23,91.26,5.31,0.0,3.78,10.23
1986,3,24,90.29,4.71,0.0,5.13,11.77
1986,3,25,90.32,4.99,0.02,3.91,8.11
1986,3,26,91.35,3.68,0.0,2.56,9.45
1986,3,27,90.93,3.32,0.0,3.91,13.94
1986,3,28,90.43,3.83,0.0,3.97,16.12
1986,3,29,90.14,5.4,0.09,4.52,17.56
1986,3,30,90.24,5.77,0.02,4.88,17.22
1986,3,31,90.2,7.49,0.05,4.88,13.23
1986,4,1,90.81,5.99,0.15,2.44,9.94
1986,4,2,89.11,8.96,17.58,7.02,11.53
1986,4,3,89.22,7.63,30.96,6.9,9.92
1986,4,4,89.77,6.12,4.03,4.88,4.66
1986,4,5,90.35,4.6,0.0,4.39,9.05
1986,4,6,90.51,4.1,0.0,4.64,12.83
1986,4,7,90.52,5.12,0.13,4.82,12.37
1986,4,8,91.26,3.96,0.74,3.42,10.8
1986,4,9,90.98,5.12,0.65,3.54,8.51
1986,4,10,90.28,4.3,0.14,5.31,10.05
1986,4,11,89.73,4.65,0.14,5.13,13.77
1986,4,12,90.16,4.9,0.0,3.36,10.67
1986,4,13,89.14,12.09,2.14,3.78,8.14
1986,4,14,90.39,13.52,0.0,1.71,1.8
1986,4,15,91.03,5.36,0.04,2.62,5.67
1986,4,16,90.33,8.61,4.15,3.97,8.96
1986,4,17,89.11,7.73,5.04,6.9,12.92
1986,4,18,89.86,9.95,0.23,3.78,7.87
1986,4,19,90.68,5.2,0.0,3.23,10.95
1986,4,20,90.41,6.76,0.0,4.33,9.61
1986,4,21,90.72,4.26,0.0,3.91,11.06
1986,4,22,90.14,6.47,0.59,5.62,16.5
1986,4,23,89.56,4.11,1.84,7.08,20.14
1986,4,24,90.06,5.41,1.27,6.59,16.98
1986,4,25,89.35,5.8,0.36,5.37,17.22
1986,4,26,89.11,6.36,1.56,5.49,15.69
1986,4,27,89.77,8.14,3.76,4.09,4.81
1986,4,28,90.01,3.64,0.04,5.31,12.91
1986,4,29,89.63,3.16,0.05,6.59,18.9
1986,4,30,90.41,5.78,0.0,3.97,15.48
1986,5,1,91.2,4.73,0.01,3.48,14.88
1986,5,2,90.95,8.06,0.08,6.35,17.07
1986,5,3,90.32,5.96,0.17,7.45,20.62
1986,5,4,89.02,5.45,0.0,6.96,23.83
1986,5,5,89.22,9.01,0.0,2.87,17.72
1986,5,6,89.66,6.03,0.0,3.6,17.88
1986,5,7,89.25,8.17,0.76,7.14,21.18
1986,5,8,89.18,6.63,5.73,10.13,18.11
1986,5,9,89.68,5.63,0.34,4.58,15.11
1986,5,10,90.08,4.23,0.01,4.82,18.18
1986,5,11,89.69,5.53,0.12,6.1,21.77
1986,5,12,90.12,6.79,0.94,5.68,18.09
1986,5,13,90.1,3.12,0.2,4.82,18.8
1986,5,14,89.48,5.17,11.95,6.77,20.81
1986,5,15,89.89,3.52,14.08,7.26,16.25
1986,5,16,90.53,8.32,9.64,5.8,8.48
1986,5,17,90.86,4.55,0.25,3.85,10.01
1986,5,18,90.66,2.75,0.17,4.82,14.8
1986,5,19,90.67,4.32,0.95,6.1,16.44
1986,5,20,90.35,6.6,0.02,7.32,18.64
1986,5,21,89.85,7.74,0.57,8.67,19.04
1986,5,22,89.64,6.18,2.51,9.58,18.27
1986,5,23,90.37,3.99,0.15,4.03,14.95
1986,5,24,90.73,4.27,0.39,4.82,17.05
1986,5,25,90.93,4.3,0.28,5.31,15.14
1986,5,26,90.75,4.9,7.47,6.53,13.04
1986,5,27,90.71,3.96,4.33,7.81,14.62
1986,5,28,90.54,5.13,9.36,8.48,12.92
1986,5,29,90.84,2.18,2.63,8.06,15.94
1986,5,30,90.68,1.62,0.18,8.0,19.12
1986,5,31,90.32,2.37,0.11,8.12,20.02
1986,6,1,90.36,3.02,0.02,8.36,21.09
1986,6,2,90.54,5.05,0.49,10.93,21.92
1986,6,3,90.13,4.36,1.57,11.23,22.82
1986,6,4,90.18,3.53,1.91,10.68,22.0
1986,6,5,90.26,2.95,2.11,9.95,21.37
1986,6,6,89.85,4.83,4.91,12.7,24.39
1986,6,7,90.25,5.09,1.48,9.16,23.62
1986,6,8,90.19,6.34,13.8,11.29,18.32
1986,6,9,89.85,7.21,17.94,12.82,18.8
1986,6,10,89.89,6.17,8.93,11.17,17.77
1986,6,11,90.55,4.77,0.0,7.51,18.75
1986,6,12,90.58,4.13,0.27,8.24,21.99
1986,6,13,90.51,5.11,0.59,10.13,22.91
1986,6,14,90.52,2.65,0.0,10.5,23.47
1986,6,15,89.91,5.26,0.06,10.74,25.73
1986,6,16,90.53,6.13,0.04,13.18,26.31
1986,6,17,90.87,6.5,0.01,11.66,25.53
1986,6,18,90.44,7.8,0.45,10.38,26.16
1986,6,19,90.06,4.41,4.33,13.55,25.4
1986,6,20,90.28,1.59,1.62,13.0,25.93
1986,6,21,90.14,3.13,0.71,12.02,27.83
1986,6,22,90.97,4.48,1.48,6.71,23.19
1986,6,23,90.85,3.21,5.44,11.23,25.18
1986,6,24,90.87,5.19,0.57,11.96,24.57
1986,6,25,90.24,7.13,0.22,12.15,27.12
1986,6,26,90.13,3.76,0.24,11.29,25.98
1986,6,27,90.65,3.07,0.0,8.91,28.02
1986,6,28,90.44,5.01,0.0,10.07,29.89
1986,6,29,89.89,4.03,1.22,12.02,29.8
1986,6,30,90.04,4.24,2.45,14.16,26.51
1986,7,1,90.65,3.24,0.97,10.38,25.7
1986,7,2,90.67,4.08,0.06,10.74,28.72
1986,7,3,89.92,7.38,0.0,9.34,30.46
1986,7,4,89.32,4.38,0.0,10.68,32.92
1986,7,5,89.85,6.02,0.13,7.32,27.16
1986,7,6,90.97,3.84,1.07,6.47,24.3
1986,7,7,90.83,5.85,1.95,9.46,27.23
1986,7,8,90.67,3.54,1.18,9.77,26.3
1986,7,9,90.45,4.91,14.62,13.49,22.44
1986,7,10,90.05,2.95,6.06,12.21,25.24
1986,7,11,89.78,3.55,1.98,10.56,24.26
1986,7,12,90.06,4.38,0.03,8.73,23.67
1986,7,13,90.29,4.65,7.12,13.43,26.87
1986,7,14,90.36,4.08,0.42,14.1,28.55
1986,7,15,90.0,5.01,0.09,11.54,29.69
1986,7,16,89.77,3.86,0.21,11.29,30.46
1986,7,17,90.13,2.41,0.44,12.27,30.55
1986,7,18,90.34,2.93,2.27,12.27,31.09
1986,7,19,91.13,5.16,1.85,11.84,25.24
1986,7,20,91.26,3.15,0.84,7.2,22.36
1986,7,21,90.94,4.88,0.41,9.58,22.85
1986,7,22,90.79,5.72,0.2,10.56,24.36
1986,7,23,90.32,3.67,2.13,11.41,27.13
1986,7,24,90.41,4.23,4.61,11.23,27.73
1986,7,25,90.65,3.26,1.71,10.38,27.16
1986,7,26,90.32,3.23,0.25,11.78,28.5
1986,7,27,90.18,3.38,1.63,11.35,28.23
1986,7,28,90.41,1.9,0.29,10.5,29.36
1986,7,29,90.26,4.73,0.13,9.95,30.48
1986,7,30,90.4,5.89,0.09,7.69,27.55
1986,7,31,90.88,3.44,2.56,12.33,24.05
1986,8,1,90.79,4.41,1.18,10.62,22.51
1986,8,2,91.11,2.39,1.2,8.24,23.99
1986,8,3,90.99,4.05,0.48,9.95,23.43
1986,8,4,90.52,3.36,2.69,12.15,25.78
1986,8,5,90.44,3.55,0.08,10.07,25.3
1986,8,6,90.15,3.47,0.06,9.22,27.05
1986,8,7,90.59,4.66,0.0,8.12,25.81
1986,8,8,90.46,4.65,12.55,10.74,24.45
1986,8,9,90.36,4.02,0.85,11.29,24.14
1986,8,10,90.87,3.09,0.08,8.73,22.79
1986,8,11,90.58,4.73,0.09,10.99,26.4
1986,8,12,90.18,3.12,0.08,10.86,27.48
1986,8,13,89.96,3.99,0.5,8.42,26.89
1986,8,14,90.21,2.34,0.12,8.67,24.88
1986,8,15,90.04,3.18,0.0,8.73,27.02
1986,8,16,89.99,4.32,0.0,7.69,28.62
1986,8,17,90.81,6.35,0.01,10.38,25.67
1986,8,18,90.71,4.66,0.04,12.08,29.46
1986,8,19,90.74,4.59,0.0,11.84,28.78
1986,8,20,91.0,7.57,0.0,9.58,25.01
1986,8,21,91.14,4.77,0.01,8.67,23.1
1986,8,22,90.88,5.64,0.0,8.0,25.14
1986,8,23,91.04,3.92,0.0,6.96,19.34
1986,8,24,90.32,5.01,0.38,10.74,26.98
1986,8,25,90.24,3.93,3.29,11.05,27.94
1986,8,26,90.85,5.73,0.27,10.31,23.1
1986,8,27,91.16,3.73,0.1,8.36,22.42
1986,8,28,90.97,7.67,0.02,6.9,20.67
1986,8,29,90.22,5.78,0.32,8.54,25.39
1986,8,30,90.21,4.34,1.63,11.41,26.5
1986,8,31,90.45,3.95,11.28,12.76,20.4
1986,9,1,90.49,4.3,10.1,11.35,18.22
1986,9,2,90.29,3.57,0.96,10.74,20.82
1986,9,3,90.42,3.43,0.03,9.03,22.29
1986,9,4,90.84,3.65,1.6,7.93,22.09
1986,9,5,90.54,5.5,3.11,10.01,22.0
1986,9,6,91.39,6.02,1.6,6.53,13.19
1986,9,7,91.39,2.65,0.06,4.94,14.16
1986,9,8,90.35,6.16,0.14,8.0,17.73
1986,9,9,89.58,3.02,0.18,8.36,22.14
1986,9,10,89.54,4.91,0.21,8.48,20.88
1986,9,11,90.35,5.37,0.0,6.04,18.22
1986,9,12,90.57,5.13,0.0,5.92,20.53
1986,9,13,90.86,6.35,0.02,6.84,17.78
1986,9,14,90.36,3.59,0.62,10.44,22.52
1986,9,15,90.73,7.17,1.09,10.86,18.55
1986,9,16,90.24,7.7,1.59,12.27,22.9
1986,9,17,90.19,3.48,1.43,11.72,22.87
1986,9,18,90.01,4.77,5.1,11.66,20.77
1986,9,19,90.3,4.49,0.6,9.58,20.61
1986,9,20,90.07,3.31,0.05,9.34,22.65
1986,9,21,90.38,4.98,0.46,10.01,20.55
1986,9,22,90.54,4.05,0.77,9.4,17.33
1986,9,23,89.94,3.29,0.73,10.13,18.58
1986,9,24,88.59,9.26,0.02,8.97,20.9
1986,9,25,89.11,5.83,0.0,3.85,18.74
1986,9,26,89.74,3.29,0.0,4.76,17.97
1986,9,27,90.29,4.52,0.0,4.09,17.08
1986,9,28,90.02,5.15,0.0,4.64,17.18
1986,9,29,90.39,3.29,0.77,5.37,14.26
1986,9,30,90.34,3.36,0.32,5.74,14.64
1986,10,1,90.14,2.67,3.58,6.1,14.57
1986,10,2,89.77,6.09,6.52,8.42,13.16
1986,10,3,90.27,6.88,6.3,6.04,7.65
1986,10,4,90.77,4.01,0.02,4.7,10.26
1986,10,5,91.16,4.27,0.0,5.31,11.65
1986,10,6,90.92,3.43,0.0,6.04,13.23
1986,10,7,90.34,4.01,0.0,5.31,15.43
1986,10,8,90.64,4.0,0.39,7.2,15.69
1986,10,9,91.38,5.08,1.13,5.68,9.72
1986,10,10,90.28,6.87,1.49,6.41,13.48
1986,10,11,90.81,9.82,8.32,3.17,0.86
1986,10,12,91.1,3.75,0.05,2.14,-1.22
1986,10,13,90.2,4.41,0.0,2.2,0.73
1986,10,14,90.68,5.65,0.0,3.78,6.51
1986,10,15,91.21,3.0,0.0,4.27,8.46
1986,10,16,90.87,2.74,0.0,3.78,11.29
1986,10,17,90.73,4.1,0.0,4.39,13.05
1986,10,18,90.81,5.73,0.26,7.14,13.16
1986,10,19,91.0,4.79,0.1,8.06,14.8
1986,10,20,91.0,4.8,0.65,7.51,14.23
1986,10,21,90.42,6.24,5.94,7.93,10.79
1986,10,22,90.22,2.23,2.41,6.77,10.11
1986,10,23,90.97,4.16,0.3,6.47,9.71
1986,10,24,91.01,2.78,0.03,5.92,9.69
1986,10,25,90.77,1.88,0.0,5.19,8.87
1986,10,26,90.65,4.33,0.0,4.58,8.76
1986,10,27,90.39,4.16,0.0,4.82,11.97
1986,10,28,90.94,5.71,0.0,4.94,10.76
1986,10,29,91.22,4.54,0.0,5.0,10.25
1986,10,30,90.12,6.12,0.01,5.86,12.48
1986,10,31,90.9,7.13,0.51,4.46,6.91
1986,11,1,92.05,2.73,3.89,3.3,0.93
1986,11,2,91.47,3.55,0.0,3.91,3.1
1986,11,3,90.87,5.02,0.08,3.97,4.58
1986,11,4,90.81,2.05,0.0,4.52,5.94
1986,11,5,90.23,4.17,0.0,4.15,7.83
1986,11,6,89.42,5.81,0.27,4.82,7.33
1986,11,7,89.21,5.51,0.28,4.09,3.12
1986,11,8,90.39,4.61,0.0,2.08,-1.07
1986,11,9,91.23,2.95,0.01,2.14,-0.29
1986,11,10,91.44,6.25,0.31,1.34,-5.59
1986,11,11,90.78,4.59,0.63,1.95,-0.65
1986,11,12,92.26,6.81,0.74,0.92,-8.72
1986,11,13,91.43,6.81,0.0,1.4,-5.85
1986,11,14,90.23,3.27,0.12,3.23,-0.45
1986,11,15,90.04,4.28,0.0,3.91,1.68
1986,11,16,89.96,4.09,0.03,3.6,1.76
1986,11,17,89.87,3.68,0.35,3.66,3.71
1986,11,18,90.65,5.11,0.01,2.5,0.46
1986,11,19,89.58,7.07,0.0,3.42,3.51
1986,11,20,90.58,4.67,0.0,3.05,3.48
1986,11,21,89.8,3.21,0.0,3.85,5.8
1986,11,22,90.14,7.24,0.0,3.85,3.58
1986,11,23,90.98,4.32,0.0,2.5,0.71
1986,11,24,90.43,4.34,0.0,2.99,4.36
1986,11,25,90.49,7.64,0.0,2.99,3.12
1986,11,26,90.95,4.05,0.0,1.83,-0.71
1986,11,27,90.75,4.44,0.0,2.5,3.65
1986,11,28,90.66,4.25,0.0,2.81,4.81
1986,11,29,90.08,4.71,0.0,3.66,5.49
