Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01312","Bananas","2020","2020","ha","351","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01312","Bananas","2020","2020","100 g/ha","98925","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01312","Bananas","2020","2020","t","3474.11","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01312","Bananas","2021","2021","ha","342","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01312","Bananas","2021","2021","100 g/ha","106138","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01312","Bananas","2021","2021","t","3625.48","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01312","Bananas","2022","2022","ha","343","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01312","Bananas","2022","2022","100 g/ha","102480","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01312","Bananas","2022","2022","t","3517.31","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0115","Barley","1980","1980","ha","2938000","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","1980","1980","100 g/ha","26762","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0115","Barley","1980","1980","t","7862600","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0115","Barley","1981","1981","ha","3657500","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","1981","1981","100 g/ha","28187","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0115","Barley","1981","1981","t","10309300","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0115","Barley","1982","1982","ha","3647400","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","1982","1982","100 g/ha","30797","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0115","Barley","1982","1982","t","11232900","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0115","Barley","1983","1983","ha","3937900","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","1983","1983","100 g/ha","28101","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0115","Barley","1983","1983","t","11066000","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0115","Barley","1984","1984","ha","4540000","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","1984","1984","100 g/ha","28678","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0115","Barley","1984","1984","t","13020000","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0115","Barley","1985","1985","ha","4691000","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","1985","1985","100 g/ha","27393","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0115","Barley","1985","1985","t","12850000","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0115","Barley","1986","1986","ha","4846000","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","1986","1986","100 g/ha","27340","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0115","Barley","1986","1986","t","13249000","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0115","Barley","1987","1987","ha","4029500","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","1987","1987","100 g/ha","28178","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0115","Barley","1987","1987","t","11354300","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0115","Barley","1988","1988","ha","3090000","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","1988","1988","100 g/ha","20434","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0115","Barley","1988","1988","t","6314000","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0115","Barley","1989","1989","ha","3364000","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","1989","1989","100 g/ha","26159","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0115","Barley","1989","1989","t","8800000","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0115","Barley","1990","1990","ha","3047000","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","1990","1990","100 g/ha","30167","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0115","Barley","1990","1990","t","9192000","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0115","Barley","1991","1991","ha","3404660","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","1991","1991","100 g/ha","29693","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0115","Barley","1991","1991","t","10109510","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0115","Barley","1992","1992","ha","2948170","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","1992","1992","100 g/ha","33609","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0115","Barley","1992","1992","t","9908420","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0115","Barley","1993","1993","ha","2732870","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","1993","1993","100 g/ha","31711","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0115","Barley","1993","1993","t","8666320","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0115","Barley","1994","1994","ha","2698070","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","1994","1994","100 g/ha","30250","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0115","Barley","1994","1994","t","8161660","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0115","Barley","1995","1995","ha","2541050","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","1995","1995","100 g/ha","30792","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0115","Barley","1995","1995","t","7824490","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0115","Barley","1996","1996","ha","2714260","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","1996","1996","100 g/ha","31479","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0115","Barley","1996","1996","t","8544220","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0115","Barley","1997","1997","ha","2508270","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","1997","1997","100 g/ha","31238","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0115","Barley","1997","1997","t","7835420","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0115","Barley","1998","1998","ha","2369060","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","1998","1998","100 g/ha","32310","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0115","Barley","1998","1998","t","7654510","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0115","Barley","1999","1999","ha","1850650","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","1999","1999","100 g/ha","32000","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0115","Barley","1999","1999","t","5922010","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0115","Barley","2000","2000","ha","2104390","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","2000","2000","100 g/ha","32881","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0115","Barley","2000","2000","t","6919370","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0115","Barley","2001","2001","ha","1729240","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","2001","2001","100 g/ha","31267","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0115","Barley","2001","2001","t","5406730","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0115","Barley","2002","2002","ha","1668540","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","2002","2002","100 g/ha","29609","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0115","Barley","2002","2002","t","4940300","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0115","Barley","2003","2003","ha","1912970","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","2003","2003","100 g/ha","31673","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0115","Barley","2003","2003","t","6058900","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0115","Barley","2004","2004","ha","1627260","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","2004","2004","100 g/ha","37429","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0115","Barley","2004","2004","t","6090680","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0115","Barley","2005","2005","ha","1322930","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","2005","2005","100 g/ha","34873","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0115","Barley","2005","2005","t","4613490","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0115","Barley","2006","2006","ha","1194240","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","2006","2006","100 g/ha","32846","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0115","Barley","2006","2006","t","3922630","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0115","Barley","2007","2007","ha","1417220","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","2007","2007","100 g/ha","32279","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0115","Barley","2007","2007","t","4574610","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0115","Barley","2008","2008","ha","1527700","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","2008","2008","100 g/ha","34072","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0115","Barley","2008","2008","t","5205180","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0115","Barley","2009","2009","ha","1260200","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","2009","2009","100 g/ha","39150","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0115","Barley","2009","2009","t","4933700","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0115","Barley","2010","2010","ha","997560","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","2010","2010","100 g/ha","39339","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0115","Barley","2010","2010","t","3924280","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0115","Barley","2011","2011","ha","906910","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","2011","2011","100 g/ha","37160","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0115","Barley","2011","2011","t","3370110","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0115","Barley","2012","2012","ha","1324960","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","2012","2012","100 g/ha","35986","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0115","Barley","2012","2012","t","4767940","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0115","Barley","2013","2013","ha","1230260","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","2013","2013","100 g/ha","38358","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0115","Barley","2013","2013","t","4719070","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0115","Barley","2014","2014","ha","1010510","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","2014","2014","100 g/ha","39115","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0115","Barley","2014","2014","t","3952610","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0115","Barley","2015","2015","ha","1258180","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","2015","2015","100 g/ha","37083","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0115","Barley","2015","2015","t","4665770","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0115","Barley","2016","2016","ha","1038030","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","2016","2016","100 g/ha","41931","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0115","Barley","2016","2016","t","4352610","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0115","Barley","2017","2017","ha","794000","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","2017","2017","100 g/ha","39283","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0115","Barley","2017","2017","t","3119070","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0115","Barley","2018","2018","ha","802100","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","2018","2018","100 g/ha","41674","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0115","Barley","2018","2018","t","3342660","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0115","Barley","2019","2019","ha","898820","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","2019","2019","100 g/ha","41785","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0115","Barley","2019","2019","t","3755720","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0115","Barley","2020","2020","ha","895980","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","2020","2020","100 g/ha","41508","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0115","Barley","2020","2020","t","3719010","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0115","Barley","2021","2021","ha","805330","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","2021","2021","100 g/ha","32467","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0115","Barley","2021","2021","t","2614650","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0115","Barley","2022","2022","ha","984610","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","2022","2022","100 g/ha","38550","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0115","Barley","2022","2022","t","3795650","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01701","Beans, dry","1980","1980","ha","752300","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","1980","1980","100 g/ha","16116","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01701","Beans, dry","1980","1980","t","1212400","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01701","Beans, dry","1981","1981","ha","918600","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","1981","1981","100 g/ha","16172","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01701","Beans, dry","1981","1981","t","1485560","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01701","Beans, dry","1982","1982","ha","719100","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","1982","1982","100 g/ha","16124","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01701","Beans, dry","1982","1982","t","1159500","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01701","Beans, dry","1983","1983","ha","460930","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","1983","1983","100 g/ha","15273","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01701","Beans, dry","1983","1983","t","703970","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01701","Beans, dry","1984","1984","ha","591000","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","1984","1984","100 g/ha","16171","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01701","Beans, dry","1984","1984","t","955720","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01701","Beans, dry","1985","1985","ha","599500","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","1985","1985","100 g/ha","16871","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01701","Beans, dry","1985","1985","t","1011400","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01701","Beans, dry","1986","1986","ha","605000","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","1986","1986","100 g/ha","17213","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01701","Beans, dry","1986","1986","t","1041400","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01701","Beans, dry","1987","1987","ha","673800","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","1987","1987","100 g/ha","17524","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01701","Beans, dry","1987","1987","t","1180750","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01701","Beans, dry","1988","1988","ha","547500","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","1988","1988","100 g/ha","15951","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01701","Beans, dry","1988","1988","t","873300","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01701","Beans, dry","1989","1989","ha","668100","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","1989","1989","100 g/ha","16110","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01701","Beans, dry","1989","1989","t","1076330","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01701","Beans, dry","1990","1990","ha","843500","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","1990","1990","100 g/ha","17416","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01701","Beans, dry","1990","1990","t","1469000","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01701","Beans, dry","1991","1991","ha","774460","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","1991","1991","100 g/ha","19776","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01701","Beans, dry","1991","1991","t","1531600","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01701","Beans, dry","1992","1992","ha","619140","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","1992","1992","100 g/ha","16571","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01701","Beans, dry","1992","1992","t","1026000","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01701","Beans, dry","1993","1993","ha","654800","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","1993","1993","100 g/ha","15144","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01701","Beans, dry","1993","1993","t","991600","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01701","Beans, dry","1994","1994","ha","741000","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","1994","1994","100 g/ha","17719","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01701","Beans, dry","1994","1994","t","1313000","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01701","Beans, dry","1995","1995","ha","767400","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","1995","1995","100 g/ha","18139","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01701","Beans, dry","1995","1995","t","1392000","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01701","Beans, dry","1996","1996","ha","706500","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","1996","1996","100 g/ha","17919","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01701","Beans, dry","1996","1996","t","1266000","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01701","Beans, dry","1997","1997","ha","711750","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","1997","1997","100 g/ha","18714","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01701","Beans, dry","1997","1997","t","1332000","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01701","Beans, dry","1998","1998","ha","776070","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","1998","1998","100 g/ha","17778","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01701","Beans, dry","1998","1998","t","1379700","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01701","Beans, dry","1999","1999","ha","759600","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","1999","1999","100 g/ha","19756","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01701","Beans, dry","1999","1999","t","1500700","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01701","Beans, dry","2000","2000","ha","654181","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2000","2000","100 g/ha","18404","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01701","Beans, dry","2000","2000","t","1203970","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01701","Beans, dry","2001","2001","ha","505863","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2001","2001","100 g/ha","17584","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01701","Beans, dry","2001","2001","t","889495","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01701","Beans, dry","2002","2002","ha","703715","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2002","2002","100 g/ha","19538","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01701","Beans, dry","2002","2002","t","1374929","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01701","Beans, dry","2003","2003","ha","545077","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2003","2003","100 g/ha","18717","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01701","Beans, dry","2003","2003","t","1020220","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01701","Beans, dry","2004","2004","ha","490606","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2004","2004","100 g/ha","16404","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01701","Beans, dry","2004","2004","t","804809","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01701","Beans, dry","2005","2005","ha","617800","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2005","2005","100 g/ha","19512","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01701","Beans, dry","2005","2005","t","1205467","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01701","Beans, dry","2006","2006","ha","619823","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2006","2006","100 g/ha","17677","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01701","Beans, dry","2006","2006","t","1095652","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01701","Beans, dry","2007","2007","ha","598617","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2007","2007","100 g/ha","19387","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01701","Beans, dry","2007","2007","t","1160561","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01701","Beans, dry","2008","2008","ha","584860","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2008","2008","100 g/ha","19822","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01701","Beans, dry","2008","2008","t","1159290","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01701","Beans, dry","2009","2009","ha","592061","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2009","2009","100 g/ha","19429","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01701","Beans, dry","2009","2009","t","1150310","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01701","Beans, dry","2010","2010","ha","745720","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2010","2010","100 g/ha","19343","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01701","Beans, dry","2010","2010","t","1442470","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01701","Beans, dry","2011","2011","ha","472633","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2011","2011","100 g/ha","19089","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01701","Beans, dry","2011","2011","t","902196","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01701","Beans, dry","2012","2012","ha","684090","A","Official figure",""
