Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
QCL,Crops and livestock products,840,United States of America,5419,Yield,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1994,1994,100 g/ha,263057.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1994,1994,t,697100.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1995,1995,ha,27300.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1995,1995,100 g/ha,235458.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1995,1995,t,642800.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1996,1996,ha,27400.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1996,1996,100 g/ha,275474.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1996,1996,t,754800.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1997,1997,ha,22740.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1997,1997,100 g/ha,298417.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1997,1997,t,678600.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1998,1998,ha,22940.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1998,1998,100 g/ha,287816.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1998,1998,t,660250.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1999,1999,ha,22990.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1999,1999,100 g/ha,307038.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1999,1999,t,705880.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2000,2000,ha,37980.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2000,2000,100 g/ha,240387.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2000,2000,t,912990.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2001,2001,ha,35030.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2001,2001,100 g/ha,244742.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2001,2001,t,857330.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2002,2002,ha,33910.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2002,2002,100 g/ha,256048.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2002,2002,t,868260.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2003,2003,ha,33510.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2003,2003,100 g/ha,278314.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2003,2003,t,932630.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2004,2004,ha,33630.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2004,2004,100 g/ha,291076.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2004,2004,t,978890.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2005,2005,ha,36220.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2005,2005,100 g/ha,264790.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2005,2005,t,959070.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2006,2006,ha,32900.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2006,2006,100 g/ha,303407.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2006,2006,t,998210.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2007,2007,ha,31930.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2007,2007,100 g/ha,283790.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2007,2007,t,906140.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2008,2008,ha,30750.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2008,2008,100 g/ha,296524.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2008,2008,t,911810.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2009,2009,ha,31530.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2009,2009,100 g/ha,307805.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2009,2009,t,970510.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2010,2010,ha,29140.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2010,2010,100 g/ha,308284.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2010,2010,t,898340.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2011,2011,ha,27720.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2011,2011,100 g/ha,330588.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2011,2011,t,916390.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2012,2012,ha,26670.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2012,2012,100 g/ha,340184.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2012,2012,t,907270.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2013,2013,ha,26220.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2013,2013,100 g/ha,322513.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2013,2013,t,845630.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2014,2014,ha,25540.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2014,2014,100 g/ha,358062.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2014,2014,t,914490.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2015,2015,ha,24807.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2015,2015,100 g/ha,350849.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2015,2015,t,870350.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2016,2016,ha,25293.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2016,2016,100 g/ha,338497.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2016,2016,t,856160.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2017,2017,ha,23553.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2017,2017,100 g/ha,341374.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2017,2017,t,804039.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2018,2018,ha,21813.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2018,2018,100 g/ha,323564.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2018,2018,t,705790.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2019,2019,ha,21044.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2019,2019,100 g/ha,312836.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2019,2019,t,658322.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2020,2020,ha,17806.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2020,2020,100 g/ha,317726.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2020,2020,t,565743.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2021,2021,ha,16552.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2021,2021,100 g/ha,312297.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2021,2021,t,516914.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2022,2022,ha,16511.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2022,2022,100 g/ha,333869.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1231.0,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2022,2022,t,551251.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1610.0,"Coffee, green",1980,1980,ha,690.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1610.0,"Coffee, green",1980,1980,100 g/ha,7565.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1610.0,"Coffee, green",1980,1980,t,522.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1610.0,"Coffee, green",1981,1981,ha,690.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1610.0,"Coffee, green",1981,1981,100 g/ha,11623.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1610.0,"Coffee, green",1981,1981,t,802.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1610.0,"Coffee, green",1982,1982,ha,770.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1610.0,"Coffee, green",1982,1982,100 g/ha,4675.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1610.0,"Coffee, green",1982,1982,t,360.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1610.0,"Coffee, green",1983,1983,ha,730.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1610.0,"Coffee, green",1983,1983,100 g/ha,13918.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1610.0,"Coffee, green",1983,1983,t,1016.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1610.0,"Coffee, green",1984,1984,ha,690.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1610.0,"Coffee, green",1984,1984,100 g/ha,9203.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1610.0,"Coffee, green",1984,1984,t,635.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1610.0,"Coffee, green",1985,1985,ha,690.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1610.0,"Coffee, green",1985,1985,100 g/ha,9725.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1610.0,"Coffee, green",1985,1985,t,671.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1610.0,"Coffee, green",1986,1986,ha,810.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1610.0,"Coffee, green",1986,1986,100 g/ha,13432.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1610.0,"Coffee, green",1986,1986,t,1088.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1610.0,"Coffee, green",1987,1987,ha,850.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1610.0,"Coffee, green",1987,1987,100 g/ha,7682.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1610.0,"Coffee, green",1987,1987,t,653.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1610.0,"Coffee, green",1988,1988,ha,890.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1610.0,"Coffee, green",1988,1988,100 g/ha,8146.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1610.0,"Coffee, green",1988,1988,t,725.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1610.0,"Coffee, green",1989,1989,ha,930.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1610.0,"Coffee, green",1989,1989,100 g/ha,12473.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1610.0,"Coffee, green",1989,1989,t,1160.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1610.0,"Coffee, green",1990,1990,ha,970.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1610.0,"Coffee, green",1990,1990,100 g/ha,10474.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1610.0,"Coffee, green",1990,1990,t,1016.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1610.0,"Coffee, green",1991,1991,ha,970.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1610.0,"Coffee, green",1991,1991,100 g/ha,10474.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1610.0,"Coffee, green",1991,1991,t,1016.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1610.0,"Coffee, green",1992,1992,ha,1620.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1610.0,"Coffee, green",1992,1992,100 g/ha,5377.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1610.0,"Coffee, green",1992,1992,t,871.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1610.0,"Coffee, green",1993,1993,ha,1700.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1610.0,"Coffee, green",1993,1993,100 g/ha,6212.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1610.0,"Coffee, green",1993,1993,t,1056.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1610.0,"Coffee, green",1994,1994,ha,1780.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1610.0,"Coffee, green",1994,1994,100 g/ha,8764.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1610.0,"Coffee, green",1994,1994,t,1560.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1610.0,"Coffee, green",1995,1995,ha,2190.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1610.0,"Coffee, green",1995,1995,100 g/ha,8950.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1610.0,"Coffee, green",1995,1995,t,1960.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1610.0,"Coffee, green",1996,1996,ha,2140.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1610.0,"Coffee, green",1996,1996,100 g/ha,10841.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1610.0,"Coffee, green",1996,1996,t,2320.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1610.0,"Coffee, green",1997,1997,ha,2270.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1610.0,"Coffee, green",1997,1997,100 g/ha,14361.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1610.0,"Coffee, green",1997,1997,t,3260.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1610.0,"Coffee, green",1998,1998,ha,2470.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1610.0,"Coffee, green",1998,1998,100 g/ha,13968.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1610.0,"Coffee, green",1998,1998,t,3450.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1610.0,"Coffee, green",1999,1999,ha,2590.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1610.0,"Coffee, green",1999,1999,100 g/ha,14015.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1610.0,"Coffee, green",1999,1999,t,3630.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1610.0,"Coffee, green",2000,2000,ha,2752.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1610.0,"Coffee, green",2000,2000,100 g/ha,14353.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1610.0,"Coffee, green",2000,2000,t,3950.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1610.0,"Coffee, green",2001,2001,ha,2550.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1610.0,"Coffee, green",2001,2001,100 g/ha,14235.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1610.0,"Coffee, green",2001,2001,t,3630.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1610.0,"Coffee, green",2002,2002,ha,2390.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1610.0,"Coffee, green",2002,2002,100 g/ha,14226.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1610.0,"Coffee, green",2002,2002,t,3400.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1610.0,"Coffee, green",2003,2003,ha,2390.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1610.0,"Coffee, green",2003,2003,100 g/ha,15732.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1610.0,"Coffee, green",2003,2003,t,3760.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1610.0,"Coffee, green",2004,2004,ha,2347.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1610.0,"Coffee, green",2004,2004,100 g/ha,10822.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1610.0,"Coffee, green",2004,2004,t,2540.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1610.0,"Coffee, green",2005,2005,ha,2469.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1610.0,"Coffee, green",2005,2005,100 g/ha,15063.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1610.0,"Coffee, green",2005,2005,t,3719.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1610.0,"Coffee, green",2006,2006,ha,2550.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1610.0,"Coffee, green",2006,2006,100 g/ha,12984.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1610.0,"Coffee, green",2006,2006,t,3311.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1610.0,"Coffee, green",2007,2007,ha,2590.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1610.0,"Coffee, green",2007,2007,100 g/ha,13127.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1610.0,"Coffee, green",2007,2007,t,3400.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1610.0,"Coffee, green",2008,2008,ha,2550.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1610.0,"Coffee, green",2008,2008,100 g/ha,15490.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1610.0,"Coffee, green",2008,2008,t,3950.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1610.0,"Coffee, green",2009,2009,ha,2550.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1610.0,"Coffee, green",2009,2009,100 g/ha,15490.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1610.0,"Coffee, green",2009,2009,t,3950.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1610.0,"Coffee, green",2010,2010,ha,2550.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1610.0,"Coffee, green",2010,2010,100 g/ha,15647.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1610.0,"Coffee, green",2010,2010,t,3990.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1610.0,"Coffee, green",2011,2011,ha,2550.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1610.0,"Coffee, green",2011,2011,100 g/ha,13518.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1610.0,"Coffee, green",2011,2011,t,3447.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1610.0,"Coffee, green",2012,2012,ha,2469.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1610.0,"Coffee, green",2012,2012,100 g/ha,12859.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1610.0,"Coffee, green",2012,2012,t,3175.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1610.0,"Coffee, green",2013,2013,ha,3318.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1610.0,"Coffee, green",2013,2013,100 g/ha,9569.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1610.0,"Coffee, green",2013,2013,t,3175.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1610.0,"Coffee, green",2014,2014,ha,4047.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1610.0,"Coffee, green",2014,2014,100 g/ha,9068.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1610.0,"Coffee, green",2014,2014,t,3670.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1610.0,"Coffee, green",2015,2015,ha,2790.0,A,Official figure
